State,Year,Civilian Non-institutional Population,Labor Force,Employed,Unemployed,Labor Force Participation Rate,Unemployment Rate
CT,2024-12-31,2960512.11,1907669.33,1830956.78,76712.56,64.46,4.02
DE,1976-12-31,420666.67,263315.58,240714.83,22600.75,62.58,8.58
DE,1977-12-31,428583.33,272074.83,249829.0,22245.83,63.48,8.18
DE,1978-12-31,434750.0,277406.25,257790.83,19615.42,63.8,7.07
DE,1979-12-31,439166.67,281655.17,261991.33,19663.83,64.13,6.98
DE,1980-12-31,440166.67,284271.08,262915.58,21355.5,64.58,7.51
DE,1981-12-31,445083.33,288028.17,265634.5,22393.67,64.71,7.77
DE,1982-12-31,450750.0,293949.17,269364.58,24584.58,65.23,8.36
DE,1983-12-31,456000.0,296259.58,272874.75,23384.83,64.98,7.9
DE,1984-12-31,462916.67,307902.58,288768.83,19133.75,66.52,6.22
DE,1985-12-31,471583.33,316643.42,300343.42,16300.0,67.14,5.15
DE,1986-12-31,480083.33,324489.83,310924.67,13565.17,67.58,4.18
DE,1987-12-31,490333.33,333222.75,323106.92,10115.83,67.96,3.04
DE,1988-12-31,500500.0,347487.25,337082.0,10405.25,69.42,2.99
DE,1989-12-31,509500.0,357879.42,346044.33,11835.08,70.23,3.31
DE,1990-12-31,512095.33,360118.67,344222.0,15896.67,70.32,4.41
DE,1991-12-31,520990.5,362034.67,340609.5,21425.17,69.48,5.92
DE,1992-12-31,528653.33,366972.42,347765.58,19206.83,69.42,5.23
DE,1993-12-31,537232.92,375912.75,357456.5,18456.25,69.98,4.91
DE,1994-12-31,545062.33,384162.42,366114.33,18048.08,70.49,4.7
DE,1995-12-31,555558.5,386014.92,369536.58,16478.33,69.49,4.27
DE,1996-12-31,565137.92,388838.0,369568.5,19269.5,68.8,4.96
DE,1997-12-31,573467.33,389843.92,374233.25,15610.67,67.99,4.0
DE,1998-12-31,581547.0,396114.75,382214.58,13900.17,68.11,3.51
DE,1999-12-31,589543.08,400153.75,387036.17,13117.58,67.88,3.28
DE,2000-12-31,597081.5,413057.75,398219.0,14838.75,69.19,3.59
DE,2001-12-31,604807.17,421378.08,406364.58,15013.5,69.67,3.56
DE,2002-12-31,613177.0,417237.58,399441.42,17796.17,68.06,4.27
DE,2003-12-31,622358.67,415865.92,397329.08,18536.83,66.82,4.46
DE,2004-12-31,632720.33,421002.67,402907.92,18094.75,66.53,4.3
DE,2005-12-31,644982.42,433313.08,413863.25,19449.83,67.17,4.49
DE,2006-12-31,657537.0,443251.92,425917.17,17334.75,67.42,3.91
DE,2007-12-31,668101.33,445368.92,429295.25,16073.67,66.68,3.61
DE,2008-12-31,678153.5,450291.33,427616.25,22675.08,66.4,5.04
DE,2009-12-31,686094.67,438429.42,401840.92,36588.5,63.9,8.35
DE,2010-12-31,700897.5,436261.92,398517.08,37744.83,62.24,8.65
DE,2011-12-31,711379.67,443784.42,410050.08,33734.33,62.37,7.6
DE,2012-12-31,719197.17,446038.75,414521.33,31517.42,62.02,7.07
DE,2013-12-31,727677.17,443691.33,414377.83,29313.5,60.97,6.61
DE,2014-12-31,737066.67,452658.42,427332.75,25325.67,61.4,5.6
DE,2015-12-31,746042.75,462843.58,440695.92,22147.67,62.04,4.79
DE,2016-12-31,754335.0,468969.25,447725.33,21243.92,62.16,4.53
DE,2017-12-31,764025.33,475183.42,453936.25,21247.17,62.18,4.47
DE,2018-12-31,772932.5,480300.5,462434.92,17865.58,62.13,3.72
DE,2019-12-31,782769.08,485847.33,468547.17,17300.17,62.06,3.56
DE,2020-12-31,793313.25,486710.92,450274.0,36436.92,61.35,7.48
DE,2021-12-31,805910.58,493795.83,466773.5,27022.33,61.26,5.47
DE,2022-12-31,819160.0,497166.92,476052.58,21114.33,60.68,4.25
DE,2023-12-31,832087.58,506495.5,486377.17,20118.33,60.87,3.97
DE,2024-12-31,843610.22,506276.22,485841.89,20434.33,60.01,4.04
FL,1976-12-31,6509000.0,3600522.5,3266309.67,334212.83,55.32,9.28
FL,1977-12-31,6720166.67,3725780.33,3417601.25,308179.08,55.44,8.28
FL,1978-12-31,6970583.33,3969766.92,3701643.33,268123.58,56.95,6.76
FL,1979-12-31,7279416.67,4145804.42,3897760.0,248044.42,56.96,5.99
FL,1980-12-31,7609583.33,4300992.17,4043330.08,257662.08,56.52,5.99
FL,1981-12-31,7905583.33,4534111.67,4225518.08,308593.58,57.35,6.8
FL,1982-12-31,8156666.67,4700284.33,4300573.58,399710.75,57.62,8.5
FL,1983-12-31,8398083.33,4899766.58,4477669.0,422097.58,58.34,8.63
FL,1984-12-31,8654750.0,5154538.08,4814704.08,339834.0,59.54,6.6
FL,1985-12-31,8910916.67,5339427.17,5015197.92,324229.25,59.92,6.07
FL,1986-12-31,9165916.67,5579041.08,5253338.25,325702.83,60.86,5.84
FL,1987-12-31,9426000.0,5860589.42,5543841.0,316748.42,62.15,5.41
FL,1988-12-31,9660583.33,6075003.17,5759109.75,315893.42,62.89,5.2
FL,1989-12-31,9890833.33,6260689.25,5909969.58,350719.67,63.31,5.6
FL,1990-12-31,10261028.75,6479629.08,6075277.17,404351.92,63.15,6.24
FL,1991-12-31,10485654.83,6513221.5,6015316.25,497905.25,62.12,7.64
FL,1992-12-31,10689834.17,6626233.5,6071205.5,555028.0,61.98,8.38
FL,1993-12-31,10886513.42,6763882.25,6263668.92,500213.33,62.12,7.4
FL,1994-12-31,11107359.42,6932964.08,6483743.67,449220.42,62.43,6.48
FL,1995-12-31,11335038.75,7041057.25,6646329.58,394727.67,62.12,5.61
FL,1996-12-31,11574134.58,7179879.75,6801223.58,378656.17,62.03,5.27
FL,1997-12-31,11821564.0,7386697.42,7022932.75,363764.67,62.48,4.93
FL,1998-12-31,12056826.58,7550561.25,7215166.08,335395.17,62.62,4.44
FL,1999-12-31,12281589.17,7704462.0,7401183.58,303278.42,62.73,3.94
FL,2000-12-31,12489279.75,7917962.67,7620539.92,297422.75,63.39,3.76
FL,2001-12-31,12730444.0,8047336.92,7691661.67,355675.25,63.22,4.42
FL,2002-12-31,12994202.25,8051471.83,7653031.25,398440.58,61.97,4.95
FL,2003-12-31,13247146.5,8122815.67,7760328.33,362487.33,61.31,4.46
FL,2004-12-31,13558862.75,8344749.58,8031494.17,313255.42,61.56,3.76
FL,2005-12-31,13894684.25,8647734.42,8400945.17,246789.25,62.24,2.86
FL,2006-12-31,14163723.0,8926589.0,8706253.0,220336.0,63.04,2.47
FL,2007-12-31,14339229.83,9114294.33,8814834.58,299459.75,63.57,3.28
FL,2008-12-31,14477368.67,9155655.17,8634203.83,521451.33,63.25,5.7
FL,2009-12-31,14589442.25,8990579.58,8130451.92,860127.67,61.62,9.57
FL,2010-12-31,14940260.33,9146222.58,8156247.92,989974.67,61.22,10.82
FL,2011-12-31,15209662.58,9260509.08,8333318.83,927190.25,60.88,10.01
FL,2012-12-31,15438000.83,9337584.5,8529774.08,807810.42,60.48,8.65
FL,2013-12-31,15672641.83,9417333.83,8708972.58,708361.25,60.1,7.52
FL,2014-12-31,15947213.5,9546102.5,8931062.17,615040.33,59.87,6.44
FL,2015-12-31,16266345.33,9640779.42,9108452.83,532326.58,59.27,5.52
FL,2016-12-31,16616128.58,9842511.83,9360140.67,482371.17,59.24,4.9
FL,2017-12-31,16818376.5,9972129.33,9543835.33,428294.0,59.3,4.3
FL,2018-12-31,17061121.5,10117492.42,9748188.83,369303.58,59.32,3.65
FL,2019-12-31,17273996.0,10258905.33,9925571.08,333334.25,59.4,3.25
FL,2020-12-31,17484764.83,10073015.08,9253806.0,819209.08,57.62,8.19
FL,2021-12-31,17737008.75,10322220.92,9839526.5,482694.42,58.2,4.68
FL,2022-12-31,18084471.42,10692120.0,10371800.92,320319.08,59.12,3.0
FL,2023-12-31,18436571.08,10986361.83,10667734.58,318627.25,59.58,2.9
FL,2024-12-31,18750233.0,11071623.44,10713432.56,358190.89,59.04,3.24
GA,1976-12-31,3557750.0,2271107.42,2086055.25,185052.17,63.82,8.15
GA,1977-12-31,3646333.33,2329030.08,2167591.58,161438.5,63.88,6.94
GA,1978-12-31,3732166.67,2409213.42,2271740.17,137473.25,64.55,5.71
GA,1979-12-31,3828666.67,2467422.0,2340944.5,126477.5,64.46,5.13
GA,1980-12-31,3920333.33,2534307.83,2374370.75,159937.08,64.63,6.31
GA,1981-12-31,4010083.33,2592652.0,2425474.83,167177.17,64.67,6.45
GA,1982-12-31,4084666.67,2655206.58,2448406.58,206800.0,65.0,7.79
GA,1983-12-31,4149833.33,2696971.33,2491115.5,205855.83,64.98,7.64
GA,1984-12-31,4241083.33,2775143.58,2605926.17,169217.42,65.45,6.1
GA,1985-12-31,4359583.33,2874260.08,2692097.17,182162.92,65.93,6.34
GA,1986-12-31,4449916.67,2979374.83,2803366.0,176008.83,66.95,5.91
GA,1987-12-31,4553166.67,3057845.25,2887808.92,170036.33,67.15,5.56
GA,1988-12-31,4634833.33,3148258.0,2971728.33,176529.67,67.92,5.61
GA,1989-12-31,4699833.33,3208893.67,3035865.0,173028.67,68.27,5.39
GA,1990-12-31,4873144.5,3289092.42,3112847.17,176245.25,67.49,5.36
GA,1991-12-31,4976617.75,3316584.83,3141032.67,175552.17,66.63,5.29
GA,1992-12-31,5085498.33,3421064.0,3195348.25,225715.75,67.27,6.6
GA,1993-12-31,5201462.08,3502595.58,3301992.5,200603.08,67.32,5.73
GA,1994-12-31,5332009.33,3605890.75,3423742.83,182147.92,67.64,5.05
GA,1995-12-31,5459973.08,3689639.67,3514532.42,175107.25,67.58,4.75
GA,1996-12-31,5591770.33,3807164.08,3631867.42,175296.67,68.08,4.6
GA,1997-12-31,5727317.42,3945208.5,3769027.17,176181.33,68.88,4.47
GA,1998-12-31,5852864.67,4048685.33,3879074.42,169610.92,69.18,4.19
GA,1999-12-31,5974745.08,4129773.75,3972533.17,157240.58,69.12,3.81
GA,2000-12-31,6094409.0,4203318.17,4055573.67,147744.5,68.97,3.52
GA,2001-12-31,6226566.08,4256623.67,4082878.83,173744.83,68.37,4.08
GA,2002-12-31,6350716.25,4342345.92,4112496.42,229849.5,68.38,5.29
GA,2003-12-31,6465778.42,4413245.92,4185872.5,227373.42,68.25,5.15
GA,2004-12-31,6589697.58,4463887.83,4235823.42,228064.42,67.74,5.11
GA,2005-12-31,6747799.92,4598017.25,4336462.67,261554.58,68.16,5.69
GA,2006-12-31,6914798.5,4713831.17,4474419.83,239411.33,68.17,5.08
GA,2007-12-31,7072668.83,4810726.17,4573705.67,237020.5,68.02,4.93
GA,2008-12-31,7197409.0,4863789.75,4534563.67,329226.08,67.59,6.78
GA,2009-12-31,7300588.75,4793190.17,4294292.42,498897.75,65.65,10.41
GA,2010-12-31,7322354.92,4708977.33,4207438.75,501538.58,64.3,10.65
GA,2011-12-31,7381036.5,4739137.67,4258201.75,480935.92,64.2,10.15
GA,2012-12-31,7476642.75,4771806.17,4340082.42,431723.75,63.82,9.05
GA,2013-12-31,7559402.08,4751345.5,4364851.83,386493.67,62.86,8.13
GA,2014-12-31,7652862.08,4745980.92,4406892.17,339088.75,62.02,7.14
GA,2015-12-31,7762111.17,4734596.58,4447352.5,287244.08,60.99,6.07
GA,2016-12-31,7885093.08,4921740.42,4653212.25,268528.17,62.42,5.46
GA,2017-12-31,7995543.58,5107744.83,4864452.25,243292.58,63.88,4.76
GA,2018-12-31,8097260.83,5126365.67,4921634.17,204731.5,63.3,3.99
GA,2019-12-31,8203810.5,5166211.67,4981160.08,185051.58,62.98,3.58
GA,2020-12-31,8286829.33,5081501.17,4753096.83,328404.33,61.32,6.51
GA,2021-12-31,8369408.5,5158713.58,4955602.0,203111.58,61.64,3.94
GA,2022-12-31,8484037.25,5221515.67,5057988.25,163527.42,61.54,3.13
GA,2023-12-31,8610253.08,5305754.58,5135498.08,170256.5,61.61,3.21
GA,2024-12-31,8722632.67,5373818.11,5198265.89,175552.22,61.6,3.27
HI,1976-12-31,591833.33,409743.17,372066.33,37676.83,69.24,9.2
HI,1977-12-31,608916.67,416465.75,384739.5,31726.25,68.39,7.62
HI,1978-12-31,624166.67,421620.75,392321.33,29299.42,67.55,6.95
HI,1979-12-31,644250.0,429250.92,404701.58,24549.33,66.62,5.72
HI,1980-12-31,663083.33,440669.92,418735.67,21934.25,66.45,4.98
HI,1981-12-31,675666.67,450392.58,427154.92,23237.67,66.67,5.16
HI,1982-12-31,689916.67,458088.42,430070.42,28018.0,66.4,6.12
HI,1983-12-31,707416.67,470693.08,442880.33,27812.75,66.54,5.91
HI,1984-12-31,719500.0,474221.08,448441.08,25780.0,65.91,5.44
HI,1985-12-31,730666.67,481546.92,456394.5,25152.42,65.9,5.22
HI,1986-12-31,744916.67,493181.08,470201.58,22979.5,66.21,4.66
HI,1987-12-31,761916.67,511526.33,492591.33,18935.0,67.13,3.7
HI,1988-12-31,776166.67,518471.67,502517.67,15954.0,66.82,3.08
HI,1989-12-31,789750.0,529927.08,516860.0,13067.08,67.1,2.47
HI,1990-12-31,809146.75,550525.08,536187.67,14337.42,68.04,2.6
HI,1991-12-31,826509.83,564949.83,549151.08,15798.75,68.35,2.8
HI,1992-12-31,840083.67,576816.17,552928.42,23887.75,68.67,4.14
HI,1993-12-31,850657.67,582391.33,556851.58,25539.75,68.47,4.39
HI,1994-12-31,859398.17,583055.08,552873.83,30181.25,67.83,5.18
HI,1995-12-31,867555.42,585549.83,553232.83,32317.0,67.49,5.52
HI,1996-12-31,877212.67,594833.5,559658.42,35175.08,67.82,5.91
HI,1997-12-31,888620.0,601736.75,565992.83,35743.92,67.73,5.94
HI,1998-12-31,895693.83,602631.25,567535.83,35095.42,67.27,5.82
HI,1999-12-31,899767.83,603781.92,572417.83,31364.08,67.09,5.2
HI,2000-12-31,900553.58,605435.83,579750.08,25685.75,67.23,4.24
HI,2001-12-31,907050.5,607292.17,581284.33,26007.83,66.96,4.28
HI,2002-12-31,914847.0,602106.83,577782.33,24324.5,65.82,4.04
HI,2003-12-31,922736.0,603685.33,580123.58,23561.75,65.43,3.9
HI,2004-12-31,941334.83,611685.5,591523.33,20162.17,64.98,3.3
HI,2005-12-31,951366.42,625570.42,607928.5,17641.92,65.77,2.82
HI,2006-12-31,960685.5,635405.0,619205.17,16199.83,66.15,2.55
HI,2007-12-31,968364.5,636854.33,619494.92,17359.42,65.76,2.73
HI,2008-12-31,975321.42,641469.75,615545.58,25924.17,65.78,4.04
HI,2009-12-31,981690.58,632234.58,590107.92,42126.67,64.39,6.66
HI,2010-12-31,1030161.92,648396.17,604129.42,44266.75,62.97,6.83
HI,2011-12-31,1055844.5,660465.0,615329.33,45135.67,62.57,6.83
HI,2012-12-31,1065644.33,650519.83,612043.25,38476.58,61.05,5.91
HI,2013-12-31,1074149.33,651144.08,620202.58,30941.5,60.62,4.75
HI,2014-12-31,1080244.83,664112.5,635967.33,28145.17,61.48,4.24
HI,2015-12-31,1086641.83,670625.25,647695.58,22929.67,61.72,3.42
HI,2016-12-31,1093555.17,679237.0,659616.67,19620.33,62.12,2.89
HI,2017-12-31,1120898.25,695165.67,679832.33,15333.33,62.02,2.2
HI,2018-12-31,1124161.58,692268.25,675658.67,16609.58,61.58,2.4
HI,2019-12-31,1124354.0,686115.83,668869.75,17246.08,61.02,2.51
HI,2020-12-31,1125622.17,665764.0,588001.5,77762.5,59.15,11.79
HI,2021-12-31,1125167.58,670357.83,630256.58,40101.25,59.58,5.97
HI,2022-12-31,1123786.5,672728.58,650763.25,21965.33,59.85,3.26
HI,2023-12-31,1123858.33,676445.0,656479.92,19965.08,60.18,2.95
HI,2024-12-31,1123822.56,671614.67,651522.22,20092.44,59.76,2.99
IA,1976-12-31,2081583.33,1338952.92,1284100.0,54852.92,64.32,4.1
IA,1977-12-31,2109250.0,1386063.83,1330383.0,55680.83,65.7,4.02
IA,1978-12-31,2129333.33,1415365.67,1360919.75,54445.92,66.48,3.85
IA,1979-12-31,2142083.33,1423085.83,1363558.67,59527.17,66.42,4.18
IA,1980-12-31,2151250.0,1428561.75,1343884.67,84677.08,66.41,5.93
IA,1981-12-31,2160083.33,1428352.0,1335057.33,93294.67,66.12,6.53
IA,1982-12-31,2158583.33,1415603.83,1296712.08,118891.75,65.58,8.4
IA,1983-12-31,2159250.0,1417391.58,1300917.42,116474.17,65.63,8.22
IA,1984-12-31,2160250.0,1421501.5,1321688.0,99813.5,65.8,7.02
IA,1985-12-31,2149083.33,1423910.25,1318690.67,105219.58,66.24,7.39
IA,1986-12-31,2139500.0,1443101.33,1345377.42,97723.92,67.46,6.77
IA,1987-12-31,2138333.33,1461481.42,1379466.33,82015.08,68.35,5.61
IA,1988-12-31,2148583.33,1489261.75,1420026.33,69235.42,69.32,4.65
IA,1989-12-31,2154000.0,1502277.83,1437553.92,64723.92,69.75,4.31
IA,1990-12-31,2088455.17,1453632.67,1389010.58,64622.08,69.62,4.45
IA,1991-12-31,2104403.17,1471258.42,1402228.33,69030.08,69.91,4.69
IA,1992-12-31,2124507.17,1525113.42,1456746.5,68366.92,71.78,4.48
IA,1993-12-31,2142777.67,1555878.5,1491548.25,64330.25,72.61,4.14
IA,1994-12-31,2159048.17,1575207.08,1518461.08,56746.0,72.94,3.6
IA,1995-12-31,2177652.0,1588673.83,1532814.75,55859.08,72.96,3.52
IA,1996-12-31,2192255.83,1609770.92,1551941.0,57829.92,73.42,3.59
IA,1997-12-31,2203776.5,1600579.58,1550348.58,50231.0,72.63,3.14
IA,1998-12-31,2213630.33,1594119.33,1548838.92,45280.42,72.02,2.84
IA,1999-12-31,2224317.5,1593882.75,1551329.17,42553.58,71.66,2.67
IA,2000-12-31,2233091.08,1594528.17,1551603.83,42924.33,71.42,2.69
IA,2001-12-31,2240136.25,1610626.42,1556990.0,53636.42,71.88,3.33
IA,2002-12-31,2246552.83,1628820.17,1563947.92,64872.25,72.51,3.98
IA,2003-12-31,2253298.42,1607724.75,1536370.92,71353.83,71.35,4.44
IA,2004-12-31,2263147.67,1607085.25,1534377.67,72707.58,71.01,4.52
IA,2005-12-31,2275360.92,1628542.17,1558852.75,69689.42,71.58,4.28
IA,2006-12-31,2291210.0,1655780.08,1594802.92,60977.17,72.26,3.68
IA,2007-12-31,2306017.0,1662355.5,1600787.58,61567.92,72.08,3.7
IA,2008-12-31,2319606.67,1682569.83,1612084.83,70485.0,72.54,4.19
IA,2009-12-31,2333605.5,1677280.5,1570157.92,107122.58,71.88,6.39
IA,2010-12-31,2358177.0,1674190.67,1571900.5,102290.17,71.0,6.11
IA,2011-12-31,2375851.33,1670116.33,1575940.75,94175.58,70.3,5.64
IA,2012-12-31,2389698.08,1660358.33,1576257.25,84101.08,69.49,5.07
IA,2013-12-31,2405162.5,1676882.25,1597567.42,79314.83,69.73,4.73
IA,2014-12-31,2420070.42,1699027.75,1627046.83,71980.92,70.21,4.24
IA,2015-12-31,2431479.5,1700631.42,1637625.08,63006.33,69.93,3.7
IA,2016-12-31,2442455.92,1703087.58,1641910.58,61177.0,69.72,3.59
IA,2017-12-31,2465307.17,1697559.5,1645629.17,51930.33,68.86,3.06
IA,2018-12-31,2474799.5,1711705.33,1667617.25,44088.08,69.17,2.58
IA,2019-12-31,2487543.67,1742103.92,1695602.25,46501.67,70.02,2.67
IA,2020-12-31,2493480.58,1668308.92,1581861.08,86447.83,66.91,5.2
IA,2021-12-31,2502431.08,1680359.83,1615809.58,64550.25,67.14,3.84
IA,2022-12-31,2510411.58,1706277.0,1658323.25,47953.75,67.97,2.81
IA,2023-12-31,2523200.92,1710268.0,1659558.92,50709.08,67.77,2.97
IA,2024-12-31,2536173.33,1692174.11,1643716.33,48457.78,66.72,2.86
ID,1976-12-31,589333.33,372450.5,351408.75,21041.75,63.22,5.65
ID,1977-12-31,611000.0,396784.5,373576.5,23208.0,64.93,5.85
ID,1978-12-31,631666.67,415416.58,392547.75,22868.83,65.77,5.5
ID,1979-12-31,647916.67,428660.0,403667.42,24992.58,66.15,5.83
ID,1980-12-31,659500.0,429569.83,397152.0,32417.83,65.13,7.55
ID,1981-12-31,670250.0,430771.67,397916.92,32854.75,64.27,7.63
ID,1982-12-31,679750.0,444582.33,400643.0,43939.33,65.38,9.88
ID,1983-12-31,689750.0,453824.17,412670.5,41153.67,65.8,9.07
ID,1984-12-31,699083.33,462927.5,429590.5,33337.0,66.22,7.2
ID,1985-12-31,700333.33,466751.25,430334.0,36417.25,66.64,7.8
ID,1986-12-31,707083.33,472383.08,432807.25,39575.83,66.81,8.38
ID,1987-12-31,711166.67,472211.25,436124.83,36086.42,66.38,7.64
ID,1988-12-31,716250.0,479465.58,449828.83,29636.75,66.94,6.18
ID,1989-12-31,725666.67,490634.92,463772.58,26862.33,67.61,5.48
ID,1990-12-31,728642.42,493986.33,466186.17,27800.17,67.79,5.63
ID,1991-12-31,751752.42,509714.83,477413.67,32301.17,67.79,6.34
ID,1992-12-31,775170.5,529631.67,495061.42,34570.25,68.33,6.53
ID,1993-12-31,802922.08,551559.25,518015.33,33543.92,68.68,6.09
ID,1994-12-31,830423.5,587289.17,555055.0,32234.17,70.72,5.49
ID,1995-12-31,856925.08,602099.08,568963.75,33135.33,70.27,5.5
ID,1996-12-31,879009.83,617074.0,583652.33,33421.67,70.19,5.42
ID,1997-12-31,899094.75,632870.33,599807.5,33062.83,70.39,5.22
ID,1998-12-31,916679.5,651144.17,617121.75,34022.42,71.03,5.23
ID,1999-12-31,933847.75,654160.0,621344.83,32815.17,70.05,5.02
ID,2000-12-31,951078.83,661091.33,630334.58,30756.75,69.52,4.65
ID,2001-12-31,969339.75,678189.33,643739.92,34449.42,69.97,5.08
ID,2002-12-31,988250.33,685790.25,647284.08,38506.17,69.39,5.62
ID,2003-12-31,1006837.5,691547.08,653077.0,38470.08,68.68,5.56
ID,2004-12-31,1028369.67,702929.08,668768.5,34160.58,68.34,4.86
ID,2005-12-31,1056225.17,730461.92,701274.33,29187.58,69.17,4.0
ID,2006-12-31,1086237.58,744251.17,718733.58,25517.58,68.51,3.43
ID,2007-12-31,1112417.5,755174.17,732250.17,22924.0,67.88,3.04
ID,2008-12-31,1134171.25,760052.33,721731.75,38320.58,67.01,5.03
ID,2009-12-31,1149973.42,763609.92,697003.92,66606.0,66.41,8.72
ID,2010-12-31,1165429.5,762158.67,695375.58,66783.08,65.41,8.76
ID,2011-12-31,1179092.42,764066.92,701595.75,62471.17,64.8,8.18
ID,2012-12-31,1193210.92,772073.33,715011.58,57061.75,64.71,7.39
ID,2013-12-31,1208620.83,777682.75,724710.75,52972.0,64.35,6.81
ID,2014-12-31,1226459.33,777061.5,742988.17,34073.33,63.36,4.39
ID,2015-12-31,1246557.83,794897.33,764106.83,30790.5,63.78,3.87
ID,2016-12-31,1274369.5,813091.17,783240.5,29850.67,63.81,3.67
ID,2017-12-31,1314455.92,839588.17,812676.42,26911.75,63.87,3.21
ID,2018-12-31,1346385.75,862479.58,837708.0,24771.58,64.06,2.87
ID,2019-12-31,1381644.58,888702.42,863096.5,25605.92,64.32,2.88
ID,2020-12-31,1420560.08,899745.33,849910.58,49834.75,63.33,5.55
ID,2021-12-31,1466287.42,921890.08,889143.25,32746.83,62.88,3.55
ID,2022-12-31,1501223.58,944936.42,918207.33,26729.08,62.95,2.83
ID,2023-12-31,1530367.33,961346.5,931609.25,29737.25,62.82,3.09
ID,2024-12-31,1555826.44,977087.22,943784.22,33303.0,62.8,3.41
IL,1976-12-31,8177500.0,5147815.67,4811745.58,336070.08,62.95,6.53
IL,1977-12-31,8280750.0,5287937.92,4959808.83,328129.08,63.87,6.2
IL,1978-12-31,8365416.67,5422903.17,5098505.5,324397.67,64.82,5.98
IL,1979-12-31,8420333.33,5462836.42,5158606.75,304229.67,64.88,5.57
IL,1980-12-31,8473750.0,5540305.17,5086012.92,454292.25,65.38,8.2
IL,1981-12-31,8528750.0,5596333.42,5114122.25,482211.17,65.61,8.62
IL,1982-12-31,8557500.0,5615362.67,4974934.0,640428.67,65.62,11.4
IL,1983-12-31,8578750.0,5600720.42,4944695.08,656025.33,65.28,11.71
IL,1984-12-31,8613583.33,5611248.5,5099315.83,511932.67,65.13,9.12
IL,1985-12-31,8635916.67,5658902.17,5146408.83,512493.33,65.52,9.06
IL,1986-12-31,8681500.0,5694054.33,5219948.75,474105.58,65.61,8.33
IL,1987-12-31,8740916.67,5765749.42,5336023.08,429726.33,65.95,7.45
IL,1988-12-31,8790250.0,5838560.92,5445564.25,392996.67,66.42,6.73
IL,1989-12-31,8832416.67,5993293.5,5630419.75,362873.75,67.86,6.05
IL,1990-12-31,8691494.67,5929803.25,5556300.67,373502.58,68.22,6.3
IL,1991-12-31,8768688.25,5932297.92,5499779.17,432518.75,67.66,7.29
IL,1992-12-31,8844258.58,6026608.0,5551803.0,474805.0,68.15,7.88
IL,1993-12-31,8928912.25,6079377.17,5623816.25,455560.92,68.08,7.49
IL,1994-12-31,8989315.92,6112689.67,5757824.83,354864.83,68.0,5.81
IL,1995-12-31,9040636.25,6172838.58,5851850.33,320988.25,68.28,5.2
IL,1996-12-31,9101289.92,6243269.17,5912996.75,330272.42,68.59,5.29
IL,1997-12-31,9161360.25,6296696.92,5995341.42,301355.5,68.74,4.79
IL,1998-12-31,9230763.92,6340232.92,6057452.0,282780.92,68.7,4.46
IL,1999-12-31,9298417.58,6464407.33,6178996.25,285411.08,69.52,4.41
IL,2000-12-31,9346902.33,6494611.17,6205782.0,288829.17,69.48,4.45
IL,2001-12-31,9408240.5,6453112.08,6102427.75,350684.33,68.58,5.44
IL,2002-12-31,9465460.0,6342373.25,5926615.08,415758.17,67.01,6.56
IL,2003-12-31,9515975.0,6310163.25,5884760.67,425402.58,66.32,6.74
IL,2004-12-31,9559591.17,6347363.58,5955133.08,392230.5,66.39,6.18
IL,2005-12-31,9611487.92,6410714.58,6044703.75,366010.83,66.7,5.71
IL,2006-12-31,9675598.25,6515260.75,6215799.0,299461.75,67.33,4.6
IL,2007-12-31,9743312.75,6640318.08,6303551.42,336766.67,68.14,5.07
IL,2008-12-31,9811775.5,6653467.17,6220960.58,432506.58,67.81,6.51
IL,2009-12-31,9877039.17,6603766.0,5930942.58,672823.42,66.86,10.19
IL,2010-12-31,9905097.42,6609172.58,5916963.67,692208.92,66.74,10.47
IL,2011-12-31,9949849.0,6568428.42,5927033.92,641394.5,66.02,9.76
IL,2012-12-31,9992929.92,6584903.92,5988960.67,595943.25,65.88,9.05
IL,2013-12-31,10027606.67,6558246.58,5963896.08,594350.5,65.4,9.06
IL,2014-12-31,10049203.5,6515400.5,6047928.0,467472.5,64.83,7.17
IL,2015-12-31,10052540.0,6512987.08,6121667.17,391319.92,64.79,6.01
IL,2016-12-31,10048210.0,6558589.42,6172216.75,386372.67,65.29,5.89
IL,2017-12-31,10141739.58,6561012.75,6236599.17,324413.58,64.69,4.94
IL,2018-12-31,10134811.58,6558155.83,6270607.92,287547.92,64.72,4.38
IL,2019-12-31,10125894.0,6542914.08,6283535.42,259378.67,64.62,3.96
IL,2020-12-31,10101689.17,6319205.58,5733367.58,585838.0,62.57,9.32
IL,2021-12-31,10053444.92,6330709.58,5943711.92,386997.67,62.97,6.12
IL,2022-12-31,10011825.33,6420831.17,6128056.17,292775.0,64.13,4.56
IL,2023-12-31,10021711.25,6437915.33,6150413.33,287502.0,64.25,4.46
IL,2024-12-31,10038332.0,6505644.11,6181933.22,323710.89,64.81,4.98
IN,1976-12-31,3812500.0,2439261.08,2292169.75,147091.33,63.97,6.03
IN,1977-12-31,3868416.67,2485406.33,2342145.92,143260.42,64.24,5.76
IN,1978-12-31,3928916.67,2584742.33,2441123.33,143619.0,65.77,5.56
IN,1979-12-31,3977750.0,2632583.67,2462979.58,169604.08,66.17,6.44
IN,1980-12-31,4013083.33,2626039.58,2370886.5,255153.08,65.45,9.72
